time_beats,cc,value,track
0.0000,1,70,GREEN_PAD
240.0000,1,70,GREEN_PAD
240.2500,1,65,GREEN_PAD
240.5000,1,60,GREEN_PAD
240.7500,1,55,GREEN_PAD
241.0000,1,50,GREEN_PAD
241.2500,1,45,GREEN_PAD
241.5000,1,40,GREEN_PAD
241.7500,1,35,GREEN_PAD
242.0000,1,30,GREEN_PAD
