time_beats,cc,value,track
672.0000,74,50,PARAGRAPH_VOICE
676.0000,74,50,PARAGRAPH_VOICE
680.0000,74,50,PARAGRAPH_VOICE
684.0000,74,50,PARAGRAPH_VOICE
688.0000,74,50,PARAGRAPH_VOICE
692.0000,74,50,PARAGRAPH_VOICE
696.0000,74,50,PARAGRAPH_VOICE
700.0000,74,50,PARAGRAPH_VOICE
704.0000,74,50,PARAGRAPH_VOICE
708.0000,74,50,PARAGRAPH_VOICE
712.0000,74,50,PARAGRAPH_VOICE
716.0000,74,51,PARAGRAPH_VOICE
720.0000,74,51,PARAGRAPH_VOICE
724.0000,74,51,PARAGRAPH_VOICE
728.0000,74,51,PARAGRAPH_VOICE
732.0000,74,51,PARAGRAPH_VOICE
736.0000,74,51,PARAGRAPH_VOICE
740.0000,74,51,PARAGRAPH_VOICE
744.0000,74,51,PARAGRAPH_VOICE
748.0000,74,51,PARAGRAPH_VOICE
752.0000,74,51,PARAGRAPH_VOICE
756.0000,74,51,PARAGRAPH_VOICE
760.0000,74,51,PARAGRAPH_VOICE
764.0000,74,51,PARAGRAPH_VOICE
768.0000,74,51,PARAGRAPH_VOICE
772.0000,74,51,PARAGRAPH_VOICE
776.0000,74,51,PARAGRAPH_VOICE
780.0000,74,51,PARAGRAPH_VOICE
784.0000,74,52,PARAGRAPH_VOICE
788.0000,74,52,PARAGRAPH_VOICE
792.0000,74,52,PARAGRAPH_VOICE
796.0000,74,52,PARAGRAPH_VOICE
800.0000,74,52,PARAGRAPH_VOICE
804.0000,74,52,PARAGRAPH_VOICE
808.0000,74,52,PARAGRAPH_VOICE
812.0000,74,52,PARAGRAPH_VOICE
816.0000,74,52,PARAGRAPH_VOICE
820.0000,74,52,PARAGRAPH_VOICE
824.0000,74,52,PARAGRAPH_VOICE
828.0000,74,52,PARAGRAPH_VOICE
832.0000,74,52,PARAGRAPH_VOICE
836.0000,74,52,PARAGRAPH_VOICE
840.0000,74,52,PARAGRAPH_VOICE
844.0000,74,52,PARAGRAPH_VOICE
848.0000,74,52,PARAGRAPH_VOICE
852.0000,74,53,PARAGRAPH_VOICE
856.0000,74,53,PARAGRAPH_VOICE
860.0000,74,53,PARAGRAPH_VOICE
864.0000,74,53,PARAGRAPH_VOICE
868.0000,74,53,PARAGRAPH_VOICE
872.0000,74,53,PARAGRAPH_VOICE
876.0000,74,53,PARAGRAPH_VOICE
880.0000,74,53,PARAGRAPH_VOICE
884.0000,74,53,PARAGRAPH_VOICE
888.0000,74,53,PARAGRAPH_VOICE
892.0000,74,53,PARAGRAPH_VOICE
896.0000,74,53,PARAGRAPH_VOICE
900.0000,74,53,PARAGRAPH_VOICE
