time_beats,cc,value,track
0.0000,1,96,ATMOS_CTRL
156.0000,1,96,ATMOS_CTRL
256.0000,1,96,ATMOS_CTRL
380.0000,1,96,ATMOS_CTRL
628.0000,1,96,ATMOS_CTRL
768.0000,1,96,ATMOS_CTRL
