time_beats,cc,value,track
0.0000,1,70,ATMOS_CTRL
240.0000,1,70,ATMOS_CTRL
240.2500,1,65,ATMOS_CTRL
240.5000,1,60,ATMOS_CTRL
240.7500,1,55,ATMOS_CTRL
241.0000,1,50,ATMOS_CTRL
241.2500,1,45,ATMOS_CTRL
241.5000,1,40,ATMOS_CTRL
241.7500,1,35,ATMOS_CTRL
242.0000,1,30,ATMOS_CTRL
